title	is_fake
  ikea    построить    офисный    центр    подмосковье  	0
  герман    греф    предложить    выдавать    кредит    год  	1
  российский    учёный    найти    спусковой    крючок    болезнь    альцгеймера  	0
  инспектор    гибдд    смочь    вакцинировать    гражданин  	1
  граница    алтайский    край    республика    алтай    предложить    учредить    алтайский    область  	1
  лукашенко    назначить    анастасия    вашукевич    посол    беларусь    рф  	1
  россия    построить    железный    дорога    обход    украина  	0
  лик    любовь    закрыться    кар    вая    легенда    рита  	0
  фанат    сборная    северный    ирландия    погибнуть    пляж    ницца  	0
  лидер    зенит    предложить    новый    контракт  	0
  надаль    проиграть    летнему    канадец    денис    шаповалов  	0
  подмосковный    атлант    выйти    финал    плей    офф    кхл  	0
  хабаровск    появиться    новый    купюра    юаней  	1
  пора    наказать    коррупционер    единый    россия    объявить    переход    оппозиция  	1
  бывший    игрок    киевский    динамо    предложить    украинец    бойкотировать    чм    россия  	0
  российский    брокер    впервые    допустить    торг    nasdaq  	0
  андерс    брейвику    запретить    посещать    тюремный    тир  	1
  герман    греф    заняться    точечный    развитие    промышленность  	0
  эльдар    рязанов    объявить    номинант    ника    год  	0
  возникнуть    нештатный    ситуация    ход    выведение    протон    мексиканский    спутник  	0
  концерт    дэвид    боуи    телеканал    vh    издать    dvd  	0
  обзор    рынок    ртс    удержаться    отметка    пункт  	0
  самолёты    пропасть    казань    последний    видеть    палуба    корвет    проворный  	1
  москва    начаться    вакцинация    кошка    covid  	1
  сергей    гончар    передумать    покидать    нхл  	0
  сотрудник    microsoft    показать    прототип    смартфон    база    windows    phone  	0
  иран    презентовать    российский    компания    нефтегазовый    проект  	0
  адольф    гитлер    исключить    союз    художник    австрия  	1
  росстрахнадзор    опубликовать    свой    чёрный    список    страховщик  	0
  фас    возбудить    дело    против    магазин    торговать    дешёвый    сахар    морковь  	1
  тренер    малкин    повезти    сборная    сша    олимпиада    сочи  	0
  будем    отбирать    марихуана    великобритания    ответить    нидерландам    отобрать    водитель    бутерброд  	1
  россиянин    запретить    отказываться    предложить    банк    кредит  	1
  бразилец    купить    крупный    мир    производитель    окорочков  	0
  книга    ричард    докинза    внести    реестр    экстремистский    материал  	1
  минфин    предложить    отказаться    обязательный    страхование  	0
  узбекистан    запретить    вмешиваться    дело    частный    банк  	0
  основный    кормильцами    процент    семья    сша    оказаться    женщина  	0
  великобритания    появиться    сеть    отравлять    боевой    вещество    free    кофейня    российский    диссидент  	1
  психиатрический    больница    имя    алексеев    начать    подготовка    военный    эксперт    российский    телешоу  	1
  аэропорт    внуково    заявить    свой    банкротство  	1
  авиадискаунтер    sky    express    обзавестись    бизнес    классом  	0
  федерация    хоккей    россия    объявить    состав    сборная    кубок    мир  	0
  татьяна    тотьмянина    максим    маринин    стать    олимпийский    чемпион    фигурный    катание  	0
  юкос    просить    власть    взимать    долг    ндс    экспорт    нефть  	0
  пятый    экземпляр    белый    альбом    beatles    выставить    аукцион  	0
  приватизация    сбербанк    принести    бюджет    москва    сотня    миллион    доллар  	0
  российский    компания    договориться    сотрудничество    арктика  	0
  телеведущий    эрнест    мацкявичюс    объявить    намерение    стать    президент    литва  	1
  получение    подарок    дед    мороз    ребёнок    придётся    предъявить    qr    код  	1
  трансформеров    снять    новый    камера    imax  	0
  главврач    нок    рб    тимановской    весь    признак    вялотекущей    шизофрения    нуждаться    экстренный    помощь  	1
  испанец    разочаровать    первый    история    гендерно    нейтральный    коррида  	1
  умышленно    сесть    тюрьма    жить    счёт    государство    ск    завести    новый    дело    против    навальный  	1
  весь    арестовать    январь    россиянин    мочь    временно    признать    гражданин    сша  	1
  минприроды    постановить    изъять    каракала    гоша    польза    зоопарк  	1
  сиквел    amnesia    обрести    дата    выход  	0
  совершить    каминг    аут    россиянин    получить    фонд    сорос    тысяча    доллар  	1
  мвд    беларусь    обучить    голубь    срывать    бчб    ленточка  	1
  памфилов    обойтись    выбор  	1
  импорт    товар    россия    резко    сократиться  	0
  сми    узнать    угроза    nissan    разорвать    альянс    renault  	0
  сми    узнать    срок    выход    ms    office    ipad  	0
  озоновый    слой    земля    начать    восстанавливаться  	0
  чубайс    российский    учёный    просто    вписаться    рынок  	1
  сильный    независимый    единый    россия    цик    представить    лозунг    выбор    госдума  	1
  аэрофлот    отменить    рейс    нью    йорк  	0
  английский    консерватор    выступить    сохранение    классический    бинарный    трансгендерности  	1
  астраханский    пенсионерка    пожаловаться    нищета    президент    ход    прямой    линия    отделаться    условный    срок  	1
  самый    известный    мир    сноубордист    приехать    россия    новый    фильм  	0
  луи    ван    галь    решить    возглавить    манчестер    юнайтед  	0
  следственный    комитет    возбудить    уголовный    дело    против    коронавирус  	1
  вице    губернатор    случайно    выругавшегося    украинском    язык    время    совещание    отстранить    время    проверка  	1
  российский    гимнаст    остаться    медаль    личный    многоборье    ои  	0
  мутко    снять    вопрос    протест    поражение    плющенко  	0
  прокурор    неаполь    мафия    зарабатывать    миллиард    евро    выпускать    спагетти    полтора    сантиметр    короткий  	1
  депутат    рашкина    проверить    причастность    сокращение    популяция    амурский    тигр  	1
  российский    сеть    игровой    автомат    выходить    биржа  	0
  сэм    смит    опубликовать    клип    кадр    новый    фильм    бонд  	0
  российский    кинорынок    выходить    крупный    учётчик    сбор  	0
  украинским    обменник    запретить    продавать    дорогой    доллар  	0
  украина    требовать    россия    вернуть    млн    тонна    грязь  	1
  надаль    сместить    федерера    место    лидер    чемпионский    гонка    атр  	0
  год    москва    открыться    трасса    формулы  	0
  shell    подтвердить    желание    инвестировать    россия    условие    санкция  	0
  россиянин    оставить    дешёвый    водка  	0
  фастфуд    нью    йорк    разориться    слишком    узкий    дверной    проём  	1
  проезд    дешёвый    рубль    правительство    предложить    бонус    привить    коронавирус  	1
  кортеж    путин    построить    арабский    деньга  	0
  алексей    навальный    подать    суд    фсин    плохой    уборка    свой    спальный    место  	1
  билялетдинов    найти    тренер    молодёжный    сборная    россия  	0
  американка    слуховой    галлюцинация    отвернуться    соперница    mma    поединок  	0
  ростехнологии    устроить    распродажа    непрофильный    актив  	0
  газпром    сравнить    действие    еврокомиссия    воровство  	0
  чиновник    год    являться    суд    дело    коррупция    постоянный    болезнь  	1
  власть    сингапур    предложить    бесплатный    стерилизация    весь    владелец    xiaomi  	1
  ржд    отменить    электричка    регион  	0
  россиянин    которые    смочь    собрать    ребёнок    школа    сентября    лишить    родительский    право  	1
  летний    регбист    новый    зеландия    умереть    травма    голова  	0
  росавиация    хотеть    регламентировать    полёт    пчёл  	1
  фон    газовый    кризис    власть    германия    разрешить    сбор    валежник  	1
  голливуд    объяснить    нежелание    крэйга    использовать    android    спектр  	0
  олег    маскаев    выиграть    взвешивание    боксёр    ямайки  	0
  марадона    вернуться    свой    первый    команда  	0
  дом    музей    чикатило    шахтах    испытывать    рекордный    наплыв    посетитель    выход    сериал    маньяк  	1
  учащихся    спортивный    класс    освободить    сдача    егэ    изучение    иностранный    язык  	1
  выпустить    самый    маленький    смартфон    blackberry  	0
  премьера    мюзикл    стивен    кинг    перенести    осень    год  	0
  москвич    вовремя    заменить    плитка    квартира    привлечь    ответственность  	1
  лукашенко    предложить    россия    помощь    ленд    лизу  	1
  чистый    прибыль    газпром    упасть  	0
  россия    ввести    уголовный    ответственность    отрицание    единство    русский    украинского    белорусский    народ  	1
  фетисов    взять    дело    пылев    личный    контроль  	0
  джо    байден    согласиться    переговоры    горбачёв  	1
  мэрилин    мэнсон    решить    стать    новый    человек    змея  	0
  терек    получить    пробоина    цска    старт    чемпионат  	0
  неизвестный    покрасить    весь    яйцо    дом    александр    невзоров  	1
  пьяный    моряк    каспийский    флотилия    задержать    территориальный    вода    индия  	1
  русский    википедия    удалить    статья    алексей    навальном    потеря    энциклопедический    значимость    персона  	1
  госдума    внести    законопроект    запрет    клевета    адрес    движение    талибан  	1
  бывший    гендиректор    базэла    вернуться    компания  	0
  samsung    поддержать    платформа    google    tv  	0
  режиссёр    отверженных    заставить    актёр    петь    съёмочный    площадка  	0
  nintendo    засудить    австралиец    пиратский    игра    марио  	0
  навальный    получить    взыскание    сизо    сбор    материал    расследование    начальник    матроcской    тишина  	1
  евро    ммвб    ртс    превысить    отметка    рублей  	0
  биолог    впервые    запрограммировать    геном  	0
  результат    налоговый    амнистия    скрыть    налоговый    служба  	0
  куклачев    построить    свой    кошкам    дворец    израиль    миллион    доллар  	0
  глава    аэрофлот    назвать    банкротство    отрасль    повод    развитие  	0
  россия    ввести    уголовный    ответственность    пропаганда    вегетарианство  	1
  космонавт    будут    спасать    вспышка    солнце  	0
  bank    america    откупится    иск    миллиард    доллар  	0
  джигарханян    захотеть    умереть    дома  	0
  россиянин    третий    подряд    проиграть    евробаскете  	0
  магнитный    бактерия    создать    помощь    искусственный    эволюция  	0
  mcdonalds    понизить    почасовой    зарплата    свой    сотрудник    территория    россия    санкция    сша  	1
  талибан    пожелать    победа    сергей    лавров    выбор    госдума  	1
  невакцинированным    гражданин    запретить    продавать    алкоголь  	1
  госдума    внести    закон    запрет    любой    применение    дрон    гражданский  	1
  гимнаст    нагорный    рассказать    победа    многоборье    кубок    россия  	0
  дочь    получить    оскар    режиссёр    решить    продать    лишний    статуэтка  	0
  эван    макгрегор    стать    возлюбленным    джима    керри  	0
  диего    марадона    сделать    одну    попытка    вернуться    футбол  	0
  сша    начаться    создание    умный    противокорабельный    ракета  	0
  фас    согласиться    принять    качество    штраф    apple    тысяча    iphone    macbook  	1
  елизавета    ii    побывает    съёмка    игра    престол  	0
  вера    звонарева    прервать    победный    серия    серены    уильямс  	0
  итог    год    россия  	1
  коронавирус    скончаться    последний    гомеопат    россия  	1
  рамка    подготовка    олимпиада    белорусский    омон    снять    дистанция    триатлонистов  	1
  клоун    металлист    попытаться    провезти    десять    килограмм    кокаин    япония  	0
  австралия    приостановить    полёт    вертолёт    black    hawk  	0
  новый    исследование    вывести    древний    человек    лес    миллион    год    назад  	0
  путин    вмешиваться    сделка    газпром    сибнефть  	0
  пензенский    школьник    заставить    отозвать    клятва    верность    арестованному    экс    губернатор    которую    давать    год  	1
  лукас    назвать    дата    релиз    третий    эпизод    звёздный    война  	0
  генштаб    заключение    брак    петров    бошировым    франция    требоваться    маскировка  	1
  рядом    россия    найти    загадочный    источник    радиоактивный    заражение  	0
  минспорта    утвердить    лимит    легионер    кхл  	0
  принятие    бюджет    москва    отложить    неопределённый    срок  	0
  июнь    дислокация    штрафовать    камера    стать    государственный    тайна  	1
  физик    научиться    сортировать    изомер    органический    молекула  	0
  авиакомпания    победа    приостанавливать    полёты    связь    угроза    возвращение    россия    алексей    навальный  	1
  роскомнадзор    потребовать    youtube    удалить    весь    видео    целоваться    брежнев  	1
  москва    становиться    париж    стоимость    аренда    офис  	0
  россия    ввести    государственный    монополия    гороскоп  	1
  фанат    барселона    оплевать    тренер    челси  	0
  рао    еэс    купило    силовой    машина  	0
  фетисов    колосков    держать    слово    это    делать    честь  	0
  глава    сбербанк    пробежать    олимпийский    огонь    санкт    петербург  	0
  футболист    камаз    пригрозить    бойкот    долг    зарплата  	0
  июль    россия    обойтись    трата    резервный    фонд  	0
  слуцкий    записать    соперник    цска    восьмёрка    хороший    команда    европа  	0
  христо    грозев    снять    фильм    любовь    голубь    жизнь    сотрудник    фбк    рубеж  	1
  янукович    назвать    сумма    переплата    российский    газ  	0
  американский    рэпер    onyx    объяснить    выступление    крым    наличие    хип    хопа  	0
  своим    депутат    принести    дом    контейнер    чёрный    икра    выгнать    думский    столовая  	1
  скончаться    актёр    боб    хоскинс  	0
  мадонна    гай    ричи    решить    сделать    второй    попытка  	0
  нейросеть    вылечить    психический    заболевание  	1
  берег    белый    море    появиться    inclusive    отель    аквадискотекой  	1
  лукашенко    потребовать    разблокировать    аккаунт    роман    протасевича    instagram  	1
  правительство    освободить    добровольный    пенсия    двойной    налогообложение  	0
  счётный    палата    решиться    озвучить    итог    приватизация  	0
  время    новогодний    выходной    отменить    акциз    алкоголь  	1
  домашний    животное    депутат    будут    оплачивать    больничный    лист  	1
  сдерживание    продуктовый    инфляция    россиянин    обязать    засеивать    приусадебный    участок  	1
  моуринью    предсказать    первый    финалист    лига    чемпион  	0
  крейсер    аврора    перекрыть    неву    время    репетиция    парад    победа  	1
  сезоне    россия    лига    чемпион    представить    клуб  	0
  назвать    срок    появление    pokemon    go    россия  	0
  январь    непривитый    гражданин    ограничить    продажа    бензин  	1
  робот    фёдор    возглавить    комиссия    валидация    итог    дэг    москва  	1
  новогодний    праздник    вход    цум    стать    платный  	1
  минздрав    считать    слабак    россиянин    посещать    психотерапевт  	1
  алиса    теплякова    вызвать    грета    тунберг    дебаты    украденном    детство  	1
  штраф    распитие    спиртной    напиток    общественный    место    войти    чек    ресторан  	1
  круз    оказаться    обаятельный    негодяй  	0
  сталлоне    объяснить    свой    возвращение    роль    рокки  	0
  коронавирус    победитель    международный    олимпиада    вместо    денежный    приз    подарить    петушок    палочка  	1
  сгк    начать    набор    всероссийский    студотряд    участие    рубцовский    проект  	0
  год    россия    занять    миллиард    доллар    рубеж  	0
  кремль    ничто    слышать    обещание    талиб    забивать    человек    камень    решение    суд  	1
  продажа    автомобиль    сша    достигнуть    максимум    шесть    год  	0
  учёный    лишиться    подписка    тысяча    журнал    обвал    рубль  	0
  сми    половина    французский    министр    тайно    привиться    спутник  	1
  российско    белорусский    пво    испытают    осень    год  	0
  бывший    курьер    яндекс    еды    возглавить    мексиканский    наркокартелей  	1
  печорский    район    псковский    область    будут    переселить    казачий    станица  	1
  депутат    смочь    компенсировать    расход    onlyfans    pornhub    счёт    бюджет  	1
  уефа    объяснить    драка    стадион    киев    схожесть    флаг    россия    франция  	0
  sony    выпустить    новый    читалка  	0
  государство    нацелиться    контрольный    пакет    мегафон  	0
  роскосмос    предложить    разделить    должность    генконструктора    глонасс  	0
  москва    гость    паб    подавать    вместо    элитный    кэннед    бира    обычный    баночный    балтика  	1
  противник    qr    код    весь    суббота    будут    посещать    туалет    знак    протест    против    произвол    правительство  	1
  великобритания    закупить    зима    рекордный    количество    ватник  	1
  суд    назначить    тиллю    линдеманну    месяц    исправительный    работа    группа    любэ  	1
  орнитологический    реформа    голубь    город    заменить    соловей  	1
  наталья    гундарев    появиться    признак    выход    кома  	0
  совет    федерация    разрешить    прерывать    обращение    президент    реклама  	1
  воронежский    область    арестовать    мошенник    шантажировать    региональный    власть    приезд    мишустин  	1
  goldman    sachs    morgan    stanley    урезать    выплата    топ    менеджер  	0
  вуди    аллен    террорист    добиться    обратный    результат  	0
  люксембург    ввести    уголовный    ответственность    отрицание    роль    страна    победа    фашистский    германия  	1
  институт    имя    виноградов    внёс    слово    доллар    реестр    обсценной    лексика  	1
  россия    ввести    налог    владение    иностранный    язык  	1
  сергей    шойгу    объявить    открытие    российский    военный    база    сатурн  	1
  лукашенко    потребовать    россия    возместить    потеря    беларусь    распад    ссср  	1
  российский    банк    обязать    составить    план    спасение    случай    кризис  	0
  германия    россиянин    украинец    белорус    попасть    реанимация    неудачный    попытка    снести    вышка  	1
  инаугурация    правительство    афганистан    сентябрь    отправиться    эскадрилья    бомбардировщик  	1
  ющенко    позвать    сша    поучаствовать    модернизация    украинских    газопровод  	0
  новый    глава    роскосмос    назначить    анатолий    сердюков  	1
  fitch    сохранить    кредитный    рейтинг    россия  	0
  студия    артемия    лебедев    выиграть    тендер    создание    новый    дизайн    немецкий    паспорт  	1
  лукашенко    поручить    наказать    чиновник    которых    незаконно    арестовать    сергей    тихановский  	1
  болгария    оформить    патентный    право    болгарка  	1
  преддверие    хэллоуина    россия    приостановить    продажа    тыкв  	1
  футболист    обыграть    весь    команда    соперник    забить    гол  	0
  пивоварня    velké    popovice    разориться    объявление    сыктывкарец    бойкот    покупка    чешский    пиво  	1
  балтика    завершиться    ходовой    испытание    фрегат    вмс    индия  	0
  депутат    госдума    получить    компенсация    бюджет    занятие    спорт  	1
  евгений    понасенков    поделиться    кадр    съёмка    сериал    этерна  	1
  алексей    навальный    выдать    кадр    gta    недвижимость    путин  	1
  конвертация    nft    стать    олег    кашин    сломать    сеть    ethereum  	1
  лукашенко    пообещать    привод    доставить    минск    весь    участник    чемпионат    мир    хоккей  	1
  bp    объявить    обнаружение    гигантский    нефтяной    месторождение  	0
  депутат    слуцкий    пожаловаться    домогательство    сторона    коллега    нидерландов  	1
  dead    rising    добавить    миссия    спасение    президент  	0
  получить    рентгеновский    снимок    джет    центр    наш    галактика  	0
  владимир    соловьёв    победить    конкурс    мвд    хороший    детский    рисунок    доблесть    полиция  	1
  камера    iphone    прийтись    докупать    отдельно  	1
  лукашенко    пригрозить    отхлестать    ремнём    президент    нок    белоруссия    страна    привезти    медаль    токио  	1
  актриса    линдсей    лохан    лечиться    алкоголизм  	0
  врач    пытаться    спасти    дмитрий    рогозин    которого    передёрнуть    низкий    зарплата    роскосмос  	1
  госдума    предложить    вернуться    внесудебным    тройкам  	1
  представить    космический    корабль    unity  	0
  foals    выпустить    первый    история    клип    формат    виртуальный    реальность  	0
  эминем    выложить    сеть    новый    трек  	0
  нравиться    американец    штука    облучать    лукашенко    анонсировать    запрет    микроволновый    печь  	1
  universal    выпустить    новый    альбом    децла    запретить    песня  	0
  фсин    продлить    голодовка    навальный    неделя  	1
  някрошюс    поставить    песнь    песня    ветхий    завет  	0
  ввс    индия    получить    первый    лицензионный    ястреб  	0
  суд    цюрих    постановить    вернуть    украина    золото    кпсс    хранящееся    швейцарский    банк  	1
  росатом    наладит    серийный    выпуск    суперкомпьютер  	0
  россия    оказаться    лаос    непал    индекс    счастливый    старость  	0
  видеоклип    победа    ломать    виолончели    набрать    миллион    просмотр    день  	1
  наш    тюрьма    никто    умирать    доктор    мясников    ответить    навальный    качество    медицина    фсин  	1
  россия    посоветовать    соблюдать    приличие    футбольный    поле  	0
  начальник    гибдд    россия    рассказать    подчинённым    вред    позолота    унитаз  	1
  трамп    удалить    официальный    фотография    сайт    конгресс    сша  	1
  сергей    миронов    объявить    переименование    справедливый    россия    справедливый    оппозиция  	1
  алексей    навальный    отбывать    срок    крым  	1
  китай    построить    задумать    сергей    шойгу    город    сибирь    год  	1
  мэр    содом    гоморры    отказаться    поддержать    месяц    гордости  	1
  аспирант    московский    консерватория    выиграть    конкурс    ван    клиберна  	0
  зенит    потерпеть    первый    поражение    чемпионат    россия  	0
  москва    пройти    панихида    александр    солженицын  	0
  киев    начать    подготовка    тяжба    газпром  	0
  сколковская    епархия    впервые    провести    служба    использование    технология  	1
  корпорация    твэл    энергоатом    договориться    поставка    ядерный    топливо    украина  	0
  медведев    пригрозить    нефтяник    цена    бензин  	0
  баскетбольный    цска    узнать    соперник    евролига  	0
  компания    абрамович    отдать    государство    часть    долг  	0
  зенит    вылететь    лига    европа  	0
  путин    подписать    указ    празднование    летия    взятие    киев    год  	1
  харрисон    форд    раскритиковать    американский    политик    режиссёр  	0
  французский    журналист    раскрыть    программа    каннский    фестиваль  	0
  менжуйтесь    пилить    контент    загружайте    комьюнити    минкульте    рассказать    бороться    чистота    русский    язык  	1
  путин    шойгу    сыграть    товарищеский    матч    dota    против    team    spirit  	1
  тамбов    дно    народный    единство    мэр    попросить    покинуть    праздник    польский    студент  	1
  ювентус    оценить    аршавина    миллионов    евро  	0
  росгосцирк    потребовать    выделить    госдума    место    клоун  	1
  московский    антипрививочников    изолировать    стадион    лужники  	1
  пение    гиббон    напомнить    биоакустик    сопрано  	0
  россия    разрешить    продажа    слабоалкогольный    напиток    сигарета    год  	1
  алексей    навальный    депортировать    германия    незаконный    пересечение    граница  	1
  сергей    макаров    ввести    зал    слава    нхл  	0
  российский    биатлонист    попасться    курение    марихуана  	0
  директор    фипи    изъять    программа    егэ    физика    профильный    математика    задача    фонарик  	1
  ватикан    принять    третий    чтение    поправка    библия    легализовать    лгбт  	1
  генштаб    россия    планировать    посылать    афганистан    солдат    срочный    служба  	1
  музыкальный    фестиваль    спиваков    принять    участие    башмет    табаков  	0
  обзор    рынок    венесуэла    дать    опуститься    цена    нефть  	0
  правнука    гаврилы    принцип    допустить    пресс    конференция    лукашенко  	1
  социолог    обнаружить    признак    преодоление    кризис    россиянин    стать    тратить    доширак  	1
  крупный    авиаперевозчик    калининград    отложить    решение    прекращение    полёт  	0
  ес    законодательно    утвердить    секторальный    санкция    против    россия  	0
  эльман    пашаев    получить    членский    билет    кпрф  	1
  леонардо    ди    каприо    экранизировать    колыбель    кошка    воннегута  	0
  джонс    посвятить    песня    жена    впервые    год    совместный    жизнь  	0
  федеральный    бюджет    закончить    квартал    профицит  	0
  телефонный    мошенник    украсть    чиновник    миллион    рубль    получить    качество    взятка  	1
  злоумышленник    подменить    часть    машина    музей    fiat    жигулями  	1
  офицер    уметь    читать    получить    подарок    февраля    букварь  	1
  андерс    брейвик    объявить    желание    возглавить    сборная    россия    биатлон  	1
  польша    день    победа    снести    памятник    освобождавшему    её    маршал    тухачевскому  	1
  британский    эсминец    дефендер    пригласить    севастополь    участие    парад    день    память    воин    пасть    крымский    война  	1
  москва    передать    списать    трамвай    воронежу  	1
  англия    мужчина    арестовать    съёмка    футбольный    матч    беспилотник  	0
  эмир    кустурица    собраться    крым    концерт  	0
  усатый    чёрт    навлечь    беда    сбыться    предсказание    ванги    поражение    сборная    россия    футбол  	1
  губернатор    санкт    петербург    предложить    ограничить    подача    электроэнергия    владелец    электросамокатов  	1
  роспотребнадзор    разрешить    продажа    алкоголь    майский    праздник    якутия    бурятия  	1
  житомир    детдом    отказаться    принимать    русскоговорящего    ребёнок    вслед    родитель  	1
  валуев    посоветовать    завершить    карьера  	0
  чубайс    войти    число    фаворит    соискание    нобелевский    премия    экономика  	1
  российский    фигуристка    юко    кавагути    порвать    сухожилие  	0
  английский    лорд    предъявить    американец    ультиматум  	0
  венецианский    кинофестиваль    показать    российский    фильм  	0
  ск    изучать    сведение    причастность    навальный    авария    чернобыльский    аэс  	1
  медведев    мочь    возглавить    росалкогольрегулирование  	1
  список    эфирный    войти    телеканал    целиком    посвятить    сталинградской    битва  	1
  новый    часть    фильм    капитан    америка    выйти    российский    прокат    название    капитан    недружественный    держава  	1
  украина    подсчитать    убыток    торговый    война    россия  	0
  квентин    тарантино    намеренный    вернуть    экран    брат    вега  	0
  губернатор    краснодарский    край    запретить    нашествие    саранчи  	1
  умереть    театральный    артист    виктор    гвоздицкий  	0
